Customer_Ratings1star,Customer_Ratings2star,Customer_Ratings3star,Customer_Ratings4star,Customer_Ratings5star,P_Description,P_MRP,P_Name,P_Price,P_Rating,P_Ratingcount,P_Title,P_Url,Seller_Name,Seller_Url,Technical_Specification,You_Save
,"(None,)","(None,)","(None,)","(None,)","Waterproof design withstands your most intense workout. whatever the sweat, light rain, and accidental splashes it can easy to deal with.Battery is increased to provide up to 8 hours working time let you enjoy the wonderful music in travel and sports.Built-in magnet, Keep them on your neck when you don't need them to avoid losing them.With buttons on headphones, you can play/pause music, adjust volume, skip tracks, answer/end calls.","1,299.00",esportic® BT2 Bluetooth Headphone Information,299.00,"(None,)",,"esportic® BT2 Bluetooth Headphones,Wireless Earbuds Sweatproof Earphones Magnetic Attraction Stereo Headphones for Running Workout Gym Noise Cancelling",https://www.amazon.in/BT2-Headphones-Sweatproof-Attraction-Cancelling/dp/B08BWK73BT/ref=sr_1_894_sspa?dchild=1&qid=1594319183&s=electronics&sr=1-894-spons&x=10&y=7&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExRzBSVkpLU1o5TTkwJmVuY3J5cHRlZElkPUEwODM4NDc4M0EzNkNZOUtTVDZFTyZlbmNyeXB0ZWRBZElkPUEwNTQ3MTgxMk8xMDQ4OEVLVklZOSZ3aWRnZXROYW1lPXNwX2J0Zl9icm93c2UmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,RMR ENTERPRISES,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2B76YSYV8FPO8,"([('Brand', 'esportic'), ('Model', 'BT2'), ('Item Weight', '4.54 g'), ('Product Dimensions', '12 x 10 x 20 cm'), ('Batteries:', '1 Nonstandard Battery batteries required. (included)'), ('Item model number', 'BT2'), ('Compatible Devices', 'sony, samsung, nokia, oneplus, samsung j7, oppo, vivo, redmi'), ('Additional Features', 'Battery backup -4 hrs, Noice canceling, waterproof'), ('Number Of Items', '1'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'In Ear'), ('Battery Average Life', '4 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'No'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth'), ('Material', 'plastic')],)","1,000.00 (77%)"
22% of reviews have 1 stars,8% of reviews have 2 stars,11% of reviews have 3 stars,20% of reviews have 4 stars,40% of reviews have 5 stars,,"4,499.00",Product information,999.00,3.5 out of 5 stars,"1,146 ratings","Boult Audio ProBass Muse Wireless Bluetooth Sports Earphones with Mic and Earhook, IPX7 Waterproof Deep Bass Headphones with Long Battery Life, Mobile Headset Best for Gym, Workout and Running (Red)",https://www.amazon.in/Boult-Audio-Muse-Waterproof-Headphones/dp/B07LG58156/ref=sr_1_885?dchild=1&qid=1594319183&s=electronics&sr=1-885&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'Boult Audio'), ('Model', 'Muse'), ('Model Name', 'In-ear wireless'), ('Product Dimensions', '11.5 x 6 x 4 cm'), ('Batteries:', '1 Lithium ion batteries required. (included)'), ('Item model number', 'Muse'), ('Hardware Platform', 'Tablet, PC, Laptop, Smartphone'), ('Compatible Devices', 'Mobiles;Smartphones;Tablets, Laptops;Smart TVs;iOS;Adnroid;Windows;Blackberry'), ('Additional Features', 'wireless'), ('Included Components', 'Muse earphones, 2 extra pair of earbuds, Charging Micro USB cable, User Manual'), ('Number Of Items', '1'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'In Ear'), ('Battery Average Life', '10 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Ion'), ('Connector Type', 'Bluetooth'), ('Material', 'Plastic')],)","3,500.00 (78%)"
,30% of reviews have 2 stars,"(None,)",30% of reviews have 4 stars,41% of reviews have 5 stars,"Featuring silicone earbuds and an around-the-neck design, these earphones from Clef help you enjoy your favourite form of music without compromising on comfort. Also, they boast a speaker resistance of 32 Ohms and a frequency response of 20 - 20000 Hz to deliver a sound that is rich in bass.","2,490.00",CLEF N100BTBLK in Ear Wireless Headphone Information,399.00,3.8 out of 5 stars,7 ratings,CLEF N100BTBLK in Ear Wireless Earphones with MIC- Black,https://www.amazon.in/CLEF-N100BTBLK-Wireless-Earphones-Black/dp/B07SF6YFT8/ref=sr_1_893_sspa?dchild=1&qid=1594319183&s=electronics&sr=1-893-spons&x=10&y=7&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExRzBSVkpLU1o5TTkwJmVuY3J5cHRlZElkPUEwODM4NDc4M0EzNkNZOUtTVDZFTyZlbmNyeXB0ZWRBZElkPUEwMjE2NDM4MTZTUTROUEFUNFpNUSZ3aWRnZXROYW1lPXNwX2J0Zl9icm93c2UmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,Audio Lifestyle,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1HBNI8LZM985H&isAmazonFulfilled=1,"([('Brand', 'CLEF'), ('Model', 'N100BTBLK'), ('Model Name', 'CLEF'), ('Item Weight', '54.4 g'), ('Product Dimensions', '17 x 9 x 3 cm'), ('Batteries:', '1 Lithium Polymer batteries required. (included)'), ('Item model number', 'N100BTBLK'), ('Additional Features', 'in-ear'), ('Included Components', '1  Earphone unit::1 micro charging cable::1 pouch:: 1 adjust ball::1 cable clip :: 2 size gels.'), ('Number Of Items', '1'), ('Microphone Form Factor', 'In-Line'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth')],)","2,091.00 (84%)"
16% of reviews have 1 stars,5% of reviews have 2 stars,9% of reviews have 3 stars,23% of reviews have 4 stars,47% of reviews have 5 stars,,999.00,Tantra T1000 Super Extra Bass 225 Headphone Information,,3.8 out of 5 stars,"1,660 ratings",Tantra T1000 Super Extra Bass 225 Earphones Subwoofer Noise Cancellation Wired Headphones (Metal Grey),https://www.amazon.in/Tantra-T1000-Earphones-Subwoofer-Headphones/dp/B07NPC24G8/ref=sr_1_886?dchild=1&qid=1594319183&s=electronics&sr=1-886&x=10&y=7,New Tech World,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1OPD07STZCIE5&isAmazonFulfilled=1,"([('Brand', 'TANTRA'), ('Item Weight', '40.8 g'), ('Package Dimensions', '16.5 x 7.3 x 1.6 cm'), ('Item part number', 'T1000'), ('Hardware Platform', 'Tablet, Laptop, Smartphone'), ('Additional Features', 'in-ear'), ('Microphone Form Factor', 'In-Line'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Connector Type', 'Wired'), ('Material', 'Metal')],)",500.00 (50%)
19% of reviews have 1 stars,5% of reviews have 2 stars,9% of reviews have 3 stars,20% of reviews have 4 stars,46% of reviews have 5 stars,"Enjoy high-quality sound, from WI-C400 comfortable wireless headphones with colours that complement your personal style","3,990.00",Sony WI-C400 Wireless Bluetooth in-Ear Neck Band Headphone Information,"3,299.00",3.7 out of 5 stars,"4,271 ratings","Sony WI-C400 Wireless Bluetooth in-Ear Neck Band Headphones with 20 Hours Battery Life, Light Weight, Headset with mic for Phone Calls, Vibration Notification, Tangle Free Cable – (Red)",https://www.amazon.in/Sony-WI-C400-Wireless-Behind-Neck-Headphone/dp/B0785W4C9T/ref=sr_1_883?dchild=1&qid=1594319183&s=electronics&sr=1-883&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'Sony'), ('Model', 'WI-C400'), ('Model Name', 'WI-C400'), ('Item Weight', '36.3 g'), ('Product Dimensions', '17 x 3.3 x 20.7 cm'), ('Batteries:', '15 CR2 batteries required. (included)'), ('Item model number', 'WI-C400'), ('Compatible Devices', 'Mobile (IOS, Android, others), Tablets, Laptops, and all bluetooth devices'), ('Additional Features', 'Wireless'), ('Included Components', 'Headphone, USB Cable, Earbuds, Operating Instructions and Reference Guide'), ('Number Of Items', '1'), ('Microphone Form Factor', 'With Microphone'), ('Headphones Form Factor', 'In Ear'), ('Battery Average Life', '20 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Ion'), ('Connector Type', 'Bluetooth')],)",691.00 (17%)
,"(None,)","(None,)","(None,)",100% of reviews have 5 stars,"Widzet VJ011 Bluetooth Headphone with Super Extra Bass, Up to 10H Playtime, Foldable Earcups, Lightweight Design with mic & TF card and LED Light.","2,199.00",Widzet VJ011 Bluetooth Headphone Information,"1,299.00",5.0 out of 5 stars,2 ratings,"Widzet VJ011 Bluetooth Headphone with Super Extra Bass, Up to 10H Playtime, Foldable Earcups, Lightweight Design with mic & TF Card and LED Light.",https://www.amazon.in/Widzet-Bluetooth-Headphone-Playtime-Lightweight/dp/B089T3VYB5/ref=sr_1_884?dchild=1&qid=1594319183&s=electronics&sr=1-884&x=10&y=7,JSD International,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1FHVNJVFNDB6C&isAmazonFulfilled=1,"([('Brand', 'Widzet'), ('Model', 'HP-VJ011-Blue'), ('Item Weight', '390 g'), ('Product Dimensions', '19 x 8.5 x 18 cm'), ('Item model number', 'HP-VJ011-Blue'), ('Additional Features', 'collapsible'), ('Batteries Required', 'No'), ('Connector Type', 'Bluetooth'), ('Material', 'Rubber')],)",900.00 (41%)
16% of reviews have 1 stars,4% of reviews have 2 stars,10% of reviews have 3 stars,25% of reviews have 4 stars,46% of reviews have 5 stars,boAt Rockerz 370 is a wireless headset that has been ergonomically designed to meet the needs of music lovers. The headphones come equipped with latest Bluetooth v5.0 for instant wireless connectivity. Its powerful 300mAh battery provides a playtime of up to 8 hours for an extended audio bliss. Its 40mm dynamic drivers help supply immersive musical experience to the user with HD sound. The user can utilize the headset via dual connectivity in the form of Bluetooth and AUX.,"2,499.00",boAt Rockerz 370 Wireless Headphone Information,"1,399.00",3.8 out of 5 stars,326 ratings,"boAt Rockerz 370 Wireless Headphone with Bluetooth 5.0, Immersive Audio, Lightweight Ergonomic Design, Cosy Padded Earcups and Up to 8H Playback Bliss (Fiery Red)",https://www.amazon.in/Rockerz-370-Headphone-Bluetooth-Lightweight/dp/B0856HRTJG/ref=sr_1_882?dchild=1&qid=1594319183&s=electronics&sr=1-882&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'Boat'), ('Model', 'Rockerz 370'), ('Model Name', 'Rockerz 370'), ('Item Weight', '136 g'), ('Product Dimensions', '16 x 7 x 18 cm'), ('Batteries:', '1 Lithium ion batteries required. (included)'), ('Item model number', 'Rockerz 370'), ('Compatible Devices', 'Windows, iOS, Android'), ('Included Components', '1xRockerz 370, 1xMicro USB Cable, 1xAUX Cable, 1xManual, 1xWarranty Card'), ('Number Of Items', '1'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium'), ('Connector Type', 'Bluetooth')],)","1,100.00 (44%)"
15% of reviews have 1 stars,2% of reviews have 2 stars,10% of reviews have 3 stars,23% of reviews have 4 stars,50% of reviews have 5 stars,"Surrender to your senses as you enter the gates of Nirvana with the boAt Bassheads 172. Slick with a cool metallic finish, these eye-catching earphones bring out that Super Extras Bass via the encased 10mm Drivers. Slip into the sound. A secure braided cable emphasizes the colour and makes it hard to get tangled up. Set with a 120cm cable and 3.5 mm jack, connect into your music and movies anytime and anyplace. Its HD Sound, on demand and is perfect for you to tune out and go within, to place where you keep your good vibes. Turn up the atmosphere with the Bassheads 172. ","1,299.00",boAt BassHeads 172 Headphone Information,"1,190.00",3.9 out of 5 stars,248 ratings,"boAt BassHeads 172 with HD Sound, in-line mic, Dual Tone Secure Braided Cable & 3.5mm Angled Jack Wired Earphones (Blue)",https://www.amazon.in/BassHeads-172-Secure-Braided-Earphones/dp/B07NC1F5Z8/ref=sr_1_916?dchild=1&qid=1594319197&s=electronics&sr=1-916&x=10&y=7,SANJAYMERLECHASHREYANS,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2UJS7YQ7X87ZK,"([('Brand', 'Boat'), ('Model', 'BassHeads 172'), ('Model Name', 'BassHeads'), ('Item Weight', '13.6 g'), ('Product Dimensions', '18 x 1 x 5 cm'), ('Item model number', 'BassHeads 172'), ('Additional Features', 'with microphone'), ('Included Components', 'Earphones'), ('Number Of Items', '1'), ('Microphone Form Factor', 'In-Line'), ('Headphones Form Factor', 'In Ear'), ('Batteries Required', 'No'), ('Connector Type', 'Wired')],)",109.00 (8%)
33% of reviews have 1 stars,14% of reviews have 2 stars,14% of reviews have 3 stars,19% of reviews have 4 stars,22% of reviews have 5 stars,UBON UB-785 3.5mm Earphone with Mic Clear Sound Audio & Dynamic Bass Plug-in Earbuds for Mobile Smartphone Tablet Laptop (Black),149.00,UBON UB-785 3.5mm Headphone Information,148.00,2.8 out of 5 stars,10 ratings,UBON UB-785 3.5mm Earphone with Mic Clear Sound Audio & Dynamic Bass Plug-in Earbuds for Mobile Smartphone Tablet Laptop (Black),https://www.amazon.in/UBON-UB-785-Earphone-Dynamic-Smartphone/dp/B07Z9F2Y5Z/ref=sr_1_913?dchild=1&qid=1594319197&s=electronics&sr=1-913&x=10&y=7,HLRetails,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AODNQV7YCWJSM,"([('Brand', 'UBON'), ('Model', 'UB-785'), ('Item Weight', '81.6 g'), ('Product Dimensions', '28 x 18 x 8 cm'), ('Item model number', 'UB-785'), ('Hardware Platform', 'Tablet, PC, Laptop, Smartphone'), ('Additional Features', 'earbud, in-ear'), ('Headphones Form Factor', 'In Ear'), ('Batteries Required', 'No'), ('Connector Type', 'Wired')],)",1.00 (1%)
3% of reviews have 1 stars,3% of reviews have 2 stars,6% of reviews have 3 stars,23% of reviews have 4 stars,65% of reviews have 5 stars,,"4,999.00",Tribit XFree Tune Bluetooth Headphone Information,,4.4 out of 5 stars,"3,110 ratings","Tribit XFree Tune Bluetooth Headphones Over Ear - Wireless Headphones 40 Hrs Playtime, Hi-Fi Stereo Sound with Rich Bass, Built-in Mic, Soft Earmuffs - Foldable Headset with Carry Case,Black/Red",https://www.amazon.in/Tribit-XFree-Bluetooth-Headphones-Built/dp/B07QH5C26B/ref=sr_1_914?dchild=1&qid=1594319197&s=electronics&sr=1-914&x=10&y=7,SZTSDirect-IN,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A10RCQSUCNMNSF&isAmazonFulfilled=1,"([('Brand', 'Tribit'), ('Item Weight', '331 g'), ('Product Dimensions', '17.3 x 7.8 x 18.5 cm'), ('Item part number', 'IC-BTH70'), ('Hardware Platform', 'Tablet, Laptop, Smartphone'), ('Additional Features', 'headband, over-ear, collapsible'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'Over Ear'), ('Batteries Required', 'No'), ('Connector Type', 'Bluetooth'), ('Material', 'Leather')],)","1,100.00 (22%)"
14% of reviews have 1 stars,5% of reviews have 2 stars,12% of reviews have 3 stars,26% of reviews have 4 stars,44% of reviews have 5 stars,"Boost your sound with Sennheiser’s cx 300s earphones which offer amazingly detailed sound reproduction and enhanced bass response thanks to Sennheisers transducer technology. The in-ear design reduces ambient noise to a minimum and the included set of ear-adapters guarantees an individualized fit with four sizes (xs, s, m, l) to choose from. A smart remote enables you to pause music and take calls across all devices. This product is the successor of the cx 300 with a remote.","3,490.00",Sennheiser CX 300s in-Ear Headphone Information,"3,199.00",3.8 out of 5 stars,610 ratings,Sennheiser CX 300s in-Ear (Black),https://www.amazon.in/Sennheiser-CX-300s-in-Ear-Black/dp/B07N1YLC23/ref=sr_1_912?dchild=1&qid=1594319197&s=electronics&sr=1-912&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'Sennheiser'), ('Model', '508593'), ('Model Name', 'CX 300s'), ('Model Year', '2019'), ('Item Weight', '13.6 g'), ('Product Dimensions', '100 x 1.5 cm'), ('Item model number', '508593'), ('Additional Features', 'in-ear'), ('Included Components', 'CX 300S Earphones, Ear Adapter Set (XS/S/M/L), Storage pouch'), ('Number Of Items', '1'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Wireless Type', 'Bluetooth'), ('Connector Type', 'Wired'), ('Includes AC Adapter', 'No'), ('Supports Bluetooth Technology', 'Yes')],)",291.00 (8%)
6% of reviews have 1 stars,4% of reviews have 2 stars,7% of reviews have 3 stars,13% of reviews have 4 stars,71% of reviews have 5 stars,,"1,577.00",Rockpapa Comfort+ On Ear/Over Ear Headphone Information,"1,499.00",4.4 out of 5 stars,538 ratings,Rockpapa Comfort+ On Ear/Over Ear Headphones with Microphone and Volume Control for Kids Childs/Adults Teens & Mobile Computer Tablets MP3/4 CD/DVD Black Orange,https://www.amazon.in/Comfort-Adjustable-Headphones-Microphone-Smartphones/dp/B07DWNPNTC/ref=sr_1_911?dchild=1&qid=1594319197&s=electronics&sr=1-911&x=10&y=7,rockpapa india,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A32531NH9TUL4Q&isAmazonFulfilled=1,"([('Brand', 'rockpapa'), ('Model', 'Comfort+'), ('Item Weight', '249 g'), ('Product Dimensions', '20 x 19 x 8 cm'), ('Item model number', 'Comfort+'), ('Hardware Platform', 'Tablet, Laptop, MP3 Player, PC, Smartphone'), ('Compatible Devices', 'mp3,mp4,cd,dvd,tablet,computer,mobile'), ('Additional Features', 'with Microphones, In-Line Volume Control, Over ear, On Ear, Lightweight'), ('Microphone Form Factor', 'In-Line'), ('Headphones Form Factor', 'Over Ear'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Connector Type', 'Wired'), ('Material', 'Plastic'), ('Includes Rechargable Battery', 'No')],)",78.00 (5%)
,"(None,)","(None,)","(None,)","(None,)","Waterproof design withstands your most intense workout. whatever the sweat, light rain, and accidental splashes it can easy to deal with.Battery is increased to provide up to 8 hours working time let you enjoy the wonderful music in travel and sports.Built-in magnet, Keep them on your neck when you don't need them to avoid losing them.With buttons on headphones, you can play/pause music, adjust volume, skip tracks, answer/end calls.","1,299.00",esportic® BT2 Bluetooth Headphone Information,299.00,"(None,)",,"esportic® BT2 Bluetooth Headphones,Wireless Earbuds Sweatproof Earphones Magnetic Attraction Stereo Headphones for Running Workout Gym Noise Cancelling",https://www.amazon.in/BT2-Headphones-Sweatproof-Attraction-Cancelling/dp/B08BWK73BT/ref=sr_1_918_sspa?dchild=1&qid=1594319197&s=electronics&sr=1-918-spons&x=10&y=7&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExTTVJMENHVTZCNjRWJmVuY3J5cHRlZElkPUEwMTgzNTAwMThMRUs0V1hWOU42MCZlbmNyeXB0ZWRBZElkPUEwNTQ3MTgxMk8xMDQ4OEVLVklZOSZ3aWRnZXROYW1lPXNwX2J0Zl9icm93c2UmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,RMR ENTERPRISES,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2B76YSYV8FPO8,"([('Brand', 'esportic'), ('Model', 'BT2'), ('Item Weight', '4.54 g'), ('Product Dimensions', '12 x 10 x 20 cm'), ('Batteries:', '1 Nonstandard Battery batteries required. (included)'), ('Item model number', 'BT2'), ('Compatible Devices', 'sony, samsung, nokia, oneplus, samsung j7, oppo, vivo, redmi'), ('Additional Features', 'Battery backup -4 hrs, Noice canceling, waterproof'), ('Number Of Items', '1'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'In Ear'), ('Battery Average Life', '4 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'No'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth'), ('Material', 'plastic')],)","1,000.00 (77%)"
22% of reviews have 1 stars,9% of reviews have 2 stars,10% of reviews have 3 stars,19% of reviews have 4 stars,39% of reviews have 5 stars,Sport earphones to liven up your training at the gym. Sport earphones to wear the latest trend comfortably. Sweat- and splashproof earphones conceived to work properly in the most demanding conditions. With built-in button to answer incoming calls and control music playback. Interchangeable pads in three different sizes.,"1,499.00",Energy Sistem Sport 1 Wired Headphone Information,399.00,3.4 out of 5 stars,413 ratings,Energy Sistem Sport 1 Wired Earphone with Mic (Blue),https://www.amazon.in/Energy-Sistem-Sport-Wired-Earphone/dp/B0773SX41G/ref=sr_1_915?dchild=1&qid=1594319197&s=electronics&sr=1-915&x=10&y=7,NTC-BLR,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2HKTTDKG5ZE7O&isAmazonFulfilled=1,"([('Brand', 'Energy Sistem'), ('Model', 'Energy Earphones Sport 1 Blue'), ('Model Name', 'Energy Sport 1'), ('Model Year', '2017'), ('Item Weight', '45.4 g'), ('Product Dimensions', '3.5 x 1.8 x 5.5 cm'), ('Item model number', 'Energy Earphones Sport 1 Blue'), ('Additional Features', 'in-ear'), ('Included Components', 'Energy Earphones Sport 1 Blue Mic, Interchangeable ear tips'), ('Number Of Items', '1'), ('Microphone Form Factor', 'With Microphone'), ('Headphones Form Factor', 'Over Ear'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Connector Type', 'Wired'), ('Supports Bluetooth Technology', 'Yes')],)","1,100.00 (73%)"
17% of reviews have 1 stars,7% of reviews have 2 stars,26% of reviews have 3 stars,16% of reviews have 4 stars,35% of reviews have 5 stars,"Ready to go: foldable design allows you to fold the headphones down to a compact travel size if you need to put it in your bag or backpacks. Wide compatibility - Bluetooth 5.0 technology for fast and stable connection to a wide range of Bluetooth-enabled devices. Wireless connection range up to 30 feet. Compatible with all smart phones, tablets, pcs and mp3s. Specifications - model: treble 1200, Bluetooth version: 5.0, standby time: 300 hours, music play time: upto 12 hrs, wireless range: 33ft (10m) Bluetooth protocol: a2dp, AVRCP, HSP, HFP, charging time: 1.5 hours, battery capacity: 300mah.","4,999.00",Ant Audio Treble 1200 HD Bluetooth Over Ear Headphone Information,"1,499.00",3.5 out of 5 stars,55 ratings,"Ant Audio Treble 1200 HD Bluetooth Over Ear Headset with MIC, Upto 15 Hours Playtime for Travel and Work - Black",https://www.amazon.in/Ant-Audio-Treble-1200-Bluetooth/dp/B07V2GV3PH/ref=sr_1_910?dchild=1&qid=1594319197&s=electronics&sr=1-910&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'Ant Audio'), ('Model', 'Treble 1200 Black'), ('Model Name', 'Treble'), ('Item Weight', '200 g'), ('Product Dimensions', '19.8 x 18.6 x 4.3 cm'), ('Item model number', 'Treble 1200 Black'), ('Hardware Platform', 'Smartphone'), ('Additional Features', 'headband, over-ear, collapsible'), ('Included Components', 'Headset, Charing Cable, Warranty card and Manual'), ('Number Of Items', '1'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'Over Ear'), ('Battery Average Life', '12 Hours'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Connector Type', 'Bluetooth')],)","3,500.00 (70%)"
46% of reviews have 1 stars,"(None,)",21% of reviews have 3 stars,13% of reviews have 4 stars,21% of reviews have 5 stars,"ASMIU Clear and loud sound quality, bluetooth earphones retain the music,ensure you enjoy perfect music feeling. Smart voice reminding the status about the wireless earphones and report of the phone number when a call is coming. Wireless bluetooth technology allows you to hands-free phones and adjust the music without touch your phone, very convenient. Built-in microphone for Handsfree calls Noise Cancelling Volume Control and Mic.",,ASMIU Advance Wireless Bluetooth Headphone Information,,2.6 out of 5 stars,10 ratings,"ASMIU Advance Wireless Bluetooth Earphones Headphones Headset Earbuds with Mic, Vol Button for Oppo Vivo Redmi Samsung Nokia Realme Mi Oneplus Huawei Sony Etc. (Multi Color)",https://www.amazon.in/ASMIU-Wireless-Bluetooth-Earphones-Headphones/dp/B089LQW4RT/ref=sr_1_908?dchild=1&qid=1594319197&s=electronics&sr=1-908&x=10&y=7,,"(None,)","([('Brand', 'ASMIU'), ('Item Weight', '31.8 g'), ('Product Dimensions', '6 x 4 x 4 cm'), ('Item part number', 'SBH-10'), ('Additional Features', 'earbud'), ('Screen Size', '30 Centimeters'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'In Ear'), ('Connector Type', 'Bluetooth Wireless')],)",
31% of reviews have 1 stars,8% of reviews have 2 stars,13% of reviews have 3 stars,16% of reviews have 4 stars,31% of reviews have 5 stars,with mic gives you freedom from tangled wires of Headphones and unsupported earphone ports on mobile device. truke Yoga 1 Bluetooth Headphone have,"2,499.00",truke Yoga 1 in-Ear Neckband Wireless Bluetooth Headphone Information,799.00,3.1 out of 5 stars,145 ratings,truke Yoga 1 in-Ear Neckband Wireless Bluetooth Earphones with Mic (Black),https://www.amazon.in/truke-Neckband-Wireless-Bluetooth-Earphones/dp/B081TP71D5/ref=sr_1_906?dchild=1&qid=1594319197&s=electronics&sr=1-906&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'truke'), ('Model', 'YB-09'), ('Model Name', 'Yoga 1'), ('Item Weight', '31.8 g'), ('Product Dimensions', '33 x 4 x 2 cm'), ('Batteries:', '1 Lithium Polymer batteries required. (included)'), ('Item model number', 'YB-09'), ('Hardware Platform', 'Smartphone, MP3 Player'), ('Compatible Devices', 'Android, IOS, Windows and all other Bluetooth Enabled Devices'), ('Additional Features', 'Wireless Neckband ; Bluetooth 5.0 ; Deep Bass ; Hi-fi stereo sound ; 10 mm drivers ;\xa0 Built-in Mic; Upto 16 Hours\xa0 Music Playtime; Built in mp3 player;\xa0 2 months Standby Time; 280mAh Li-Polymer Battery;\xa0 In-Ear Design; External noise cancellation; Lightweight;\xa0 1 Year Warranty'), ('Included Components', 'Bluetooth earphone 1N, eartips 3N(3 Pairs), usb cable 1N,User manual 1N, warranty card 1N'), ('Microphone Form Factor', 'With Microphone'), ('Headphones Form Factor', 'In Ear'), ('Battery Average Life', '16 Hours'), ('Battery Average Life Standby', '16 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Capacity', '280.0'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth'), ('Supported Standards', 'Bluetooth 5.0')],)","1,700.00 (68%)"
