User_Name,Rating,Rating_Title,Reviewed_Date,Review_Context,Helpful_Count
shubhanshu Kulshrestha,2.0 out of 5 stars,This product is not for me.,Reviewed in India on 31 January 2020,"<span>Camera quality is ok ok as compared to other products in this range . 64 MP CAMERA is only the number which is they using for selling only. There is some lacking issue after having 8 GB RAM.<br>I think something is missing. I loved to play FREEFIRE But still lacking problem is there. In past, I was used realme C1 is better then redimi Note 8 Pro for me.<br>I am not written anything regarding weight..but please before purchasing please think that you can ready for more then 200 gm weight all day.  I was complain to Amazon all this issue. They raised the complain &amp; schedule a technical. Very smartly without visit a technical person they closed the complain. Still I am a prime member of Amazon.</span>",
sivarakesh,5.0 out of 5 stars,Really a true game changer,Reviewed in India on 11 November 2019,"<span>#MiLove The speaker output is very loud and clear you can literally feel air pumping out of the lower speaker in a bass heavy song, plus there is a dedicated mode to clean the speaker.<br>IR blaster is a Uber cool addition and P2i coating gives a great peace of mind.<br>Wireless FM is also preseny ✨<br>Cons:- There are ads on the UI but a mere 5mins of tweaking and voila you will not a single ad on your phone.<br>Very difficult to get hold of one in this current flash sales.</span>",
Mugesh,2.0 out of 5 stars,Best budget phone with some flaws,Reviewed in India on 6 November 2019,<span>I bought this phone on Amazon. The performance is fine and camera is average what a 16k phone can offer. Unfortunately battery is also average even on normal use which is disappointing. If you want a budget phone buy this or else buy above 20k.</span>,2 people found this helpful
Swati Singh,1.0 out of 5 stars,Phone detected,Reviewed in India on 13 February 2020,<span>No one came to check my phone.. what is nonsense is this.. how they updated on app that inspection completed ...What rubbish...Pls chek on urgent basis<br>I have been complaining from 10 days about my phone that this phone is defected ..But what is happening that your agent coming and inspecting my phone &amp; saying our higher executive will come again after that you will return this item..So I have been faded up...Pls do something urgent</span>,One person found this helpful
Nitin,4.0 out of 5 stars,Overall good for performance and build quility only,Reviewed in India on 4 March 2020,"<span>Performance, Display, build quality is very good. Overall experience is good with phone. Plus points you can get from other reviews.<br>Phone heating issue is observe if camera is used for videos in couple of minutes. Also Camera photo clarity is worst in low light and artificial light. Camera photos many times gets over sharp and show very weird details on persons skin if we zoom the photos to check details which is far more different than reality. Gorilla glass 5 gets scratches on screen easily hence screen guard is must.</span>",
Arun prasath Selvakumar,5.0 out of 5 stars,I'm a happy buyer!,Reviewed in India on 25 January 2020,"<span>I haven't used the phone hardly. I'm not a gamer or photograper so it's not going to sweat any time soon.<br><br>But I observed the battery is very good. The apps open so fast, I'm feeling like using some premium phones. Camera is fine for me no issues. The clear soft cover fits snugly, Good! Dual 4G works fine. Volume levels are loud enough. Finger print reader is quick, appreciate it.</span>",
Srinivasan Iyer,1.0 out of 5 stars,EAR SPEAKER IS NOT WORKING AND BATTERY DOES NOT LASTS LONG PHONE HEATS UP LIKE A STOVE POST CHARGED,Reviewed in India on 16 June 2020,"<span>I Would prefer a 0-star rating for this product since the worst phone I have ever seen market ever since and but the fact is the ear speaker is not functioning from the 2nd week of purchase basically. And most I have been trying to complain to the customer care for more than three months and they have not bothered to register my complaint and trey to find a solution for it and admit of all these problems a finally got an appointment at the MI service center but they refused to look into it since it was bought from amazon, so customers who are all willing to buy this product my sincere advice is not to buy this worst phone even tough some have appreciated this product my personnel opinion is not to buy.<br>Battery life very poor. So hot as if taken directly from stove</span>",
Harish,3.0 out of 5 stars,Not a bad phone at this price point.,Reviewed in India on 4 March 2020,"<span>It's a good mobile at Rs. 13999. After using this phone for 40 days, I am writing this review. Just think twice before buying this phone. There are better processors at this price and numerous options are available in the market now.<br>Pros:<br>First of all the build quality of redmi note 8 pro is awesome. It's glass body is wonderful. I just loved it.<br>Finger print reader is blazing fast.<br>Face unlock also working well.<br>Touch sensitive is also very good.<br>Ram management is good.<br>4500 mah Battery comes for a day for an average user.<br>Gaming is also good.<br>Display is adequate. Being an IPS LCD display it's fine.<br><br>Cons:<br>No widevine l1 certification, which means we cannot watch Amazon prime video and Netflix at full hd resolution.<br>It takes 2hours for full charge(0 to 100%) and Phone gets heating slightly while charging.<br>Camera sensor is not upto the mark. A 13mp camera of other phone is giving clear images than 64mp camera of redmi note 8 pro. Maybe be the issues would be resolved in future updates.<br>I am irritated with hotspot of redmi note 8 pro. The hotspot connecting to other phones but not connecting to PC (the PC condition is good and other phones are connecting). Its horrible if we get a half working hotspot with a phone of Rs. 13999.<br>It also lacking WPS entry option for wifi.<br>Speaker out put incase of audio and video is good. But incase of ringtone for incoming call, we have to keep full volume other wise we cannot hear the ring tone.<br>There are number of bugs in this phone and they might be resolved after updates. Till then we have to wait.<br><br>Except the cons above, everything is fine with redmi note 8 pro.</span>",
amit r.,1.0 out of 5 stars,Not happy,Reviewed in India on 9 November 2019,<span>Some function are not working properly and I try everything update also but no improvement<br>And now no replacement at my address its so bad Amazon services also not well</span>,3 people found this helpful
Veera Babu,1.0 out of 5 stars,worst performance,Reviewed in India on 29 June 2020,"<span>when i used it initially i thouht like what a phone it is, but soon after next day itself , i found it wasn't connecting hotspot water drop sound come and goes it will just come and goes. bluetooth is working at its worse, disconnecting and connecting it self.  i felt to replace the phone. but it didnt get stopped there., soon after i found that call is not connecting well. you cannot here a busy tone or ringing tone, once the phone is picked up you will directly here the other side voice. that is when you know phone is connected. after talking 3 to 4 minutes other  person cannot here your voice. you have to connect it again. i preferred to talk on whatsapp then.<br>problem with proximity sensor , when i am talking on phone, due to phone touching the cheek , call was undergoing mute , hold ans whatvere there is on screen, its getting activated. very worst experience. i had with this phone.<br>my past phone was honor 8 lite , its working well till now since i bought three years ago. i really missed that phone after seeing this phone. i have just exchanged it for this phone.<br>please dont go for it. its processor is really horrible. sometimes i am unable to see the cursor while typing messages.<br>problem in unistalling the applications. application will appear again after uninstall also.<br>after seeing allthis, i have kept return option. i dont want to replace it, and just want to get rid of it,<br>i knew the wrong fame redmi phones have, but due to feature i opted this. but it proved itself as a faulty one. no doubt.<br>very worst experience.</span>",
Joseph ,5.0 out of 5 stars,Definitely is worth the 16k.,Reviewed in India on 21 January 2020,"<span>I've been using the phone for about a week now, the battery life is awesome, using Netflix, playing games and chatting throughout the day, the battery last about 30 to 33 hours. (Until it's completely drained out)<br><br>Haven't experimented with the camera too much yet, but the output is pretty good, happy with it.<br><br>Like I read in most reviews, I do slip up between the camera and the finger print reader, but getting used to it already. The phone is on the heavier side, already managed to sleep off with the phone in my hand and have it fall on my face! And yeah it hurt!!<br><br>The volume output is not as loud as my precious phone but not a big deal. Love the dark mode feature! And the gamma green, more like a teal colour to my eyes is my favorite!</span>",
Abhinav Nandi,5.0 out of 5 stars,Currently the best all rounder phone money can buy in this range,Reviewed in India on 25 December 2019,"<span>This phone does feel way more premium than others in this range, looks at par with any 35-45k phone. Comparatively bigger than the Redmi note 8. Feels decently sturdy build wise and the back cover is worth the look. The 64MP camera along with the other ones put up a good show of details, very steady shots(highly commendable). Quite lite in weight too and smooth software performance. I recon its the best buy right now, totally worth the price. Be prepared for shockingly quick lightening fast delivery.</span>",
Jithinlaljose,4.0 out of 5 stars,Honest review from a tech lover,Reviewed in India on 17 January 2020,"<span>I has been using redminote 8 pro 8gb ram varient for all most two months and I'm so much impressed by media tek heliog90t performance.i don't miss Snapdragon anymore here I'm giving a huge thumbs up to media tek.<br>Pros<br>#Premium feel and green colour is dope<br>#Flagship like highperformance some what same as last year Snapdragon 845<br>#Highcapacity battery with 18w charger in box<br>#Good camera using samsung GWm1 isocell sensor&amp;quad camera setup,gd selfie with much detailing in image<br>#Fingerprint and face unlock lighting fast<br>#Hdr support good quality ips 6.5inch big panel<br>#Almost love the feature IR blaster<br>#Wifi 5.0 ghz support<br>#Hdr game play and internal voice recording for pubg lovers &amp; no lag in HDR play seems so impressed in mid segment like this<br>#No overheating issue only heats little bit when play pubg in HDR or ultra mode for long hours but manageable and its usual for all mobile give hands to cooling technology in mediatek<br>#Phone won't hang even battery drops below 10 per while playing pubg<br>Cons<br>#Missing amoled screen&amp;infigerprint sensor<br>#Wish it had a 20w fast charger in box<br>#Need little improvement in camera video department<br><br>For this price range these cons are nt matter already too much pros for this price so go for it won't feel disappointed good phone in 15kto18k price range</span>",
ANNAPURNA,5.0 out of 5 stars,Redmi Note 8 PRO ....a really good phone.,Reviewed in India on 26 December 2019,"<span>After using for 2 days I am writing this review...<br>1. Gaming phone in a very less price, my friends used to play pubg and they have tested pubg with my mobile and the response is simply whaaooo..with HDR settings, no lag and touch is very responsive.<br>2. Call quality is good...(Both Ear piece and speaker) after update to MIUI 11.03 call quality improved than MIUI 10<br>3. Color reproduction good...I am not comparing with other phones but if you watch youtube or movies on hotstar, amazon prime then I have noticed good video quality.<br>4. Game Turbo option is something special for this phone.<br>5. Well managed RAM and no lag till now.<br>6. 18W fast charging, Yes its working.<br>7. Camera quality....awesome both front and rear,  I am sharing some photos which were taken in 64MP.<br>8. Fingerprint and face unlock are very fast....kudos to Xiaomi for such a wonderful technology.<br>9. In box only back cover and Charger with USB C-type cable.<br>10. Speaker audio quality is average compared to the competitors.<br>11. Audio 3.5mm Jack there was an equalizer option you can select the MI enchancer and quality is good.<br>12. Over all a great phone and in price range for those who are looking for 6gb RAM range.</span>",
Prem pandey,1.0 out of 5 stars,Don't waste money on this phone 😡,Reviewed in India on 9 May 2020,"<span>The man takes the phone first looks good and calling , mail , message, camera and others features , which I'll will give a rating of thi phone cin  2 stars because it has to search the network again and again, there is a lot of problem in calling. On its side comes the other company's mobile same  sim company's good network and calling. In Redme 8 pro Its voice also does not equal in the free hand. Pressing the phone on the ear on its normal mode at the time of calling. 128 GB of good storage in this phone. 6 GB RAM is also good.  In advertising by the company have shown  inbuilt Alexa app that I had run this mobile well but after 3 weeks setting problem . Having seen two to three months, which means that it only takes so much money by showing only storage and RAM, but mobile and calling all settings are not that much  good.<br>I will never take this company's phone now because.</span>",
Anmol Singh,5.0 out of 5 stars,Redmi note 8 pro full review before you buying,Reviewed in India on 8 February 2020,<span>Best screen ever in redmi note series and i love camera in day light but nigh photography is average only because redmi note 8 pro night mode it take smooth photos which i don't like but i know how to fix I'm using pro mode this will helping to take better photos at night and performance is top notch you never fell any lag in this phone because this phone have powerful gaming chip this chip gpu and cpu is useing expensive phone for example Samsung &amp; Huawei i love performance g90t and battery life give me 23 hours screen on time this will great because I'm very havy user I'm playing pubg mobile 3 hours battery lost only 32%<br>In my redmi note 8 pro and 1 day battery easily giving you but company claim under 2 hours fully charged but don't have any problems i love changing speed because battery life is longer so i like battery of redmi note 8 pro and the heating issue people say this will heat but don't feel heating issue because I know redmi devices have warning sign across the overheating scenario but my device is only heat 42°C<br> But 5 minut later phone is cool down so fast show this is not a heating issue because every expensive phone will all so heat i don't think any major issues so you can buy this phone 👍♥️😍 full details reviews of redmi note 8 pro -- faster &amp; smoother ⚡⚡</span>,
rakesh bhau,1.0 out of 5 stars,This product is bad product.,Reviewed in India on 8 November 2019,<span>This phone switch off by itself while i am on useful calls are doing something important this not a good product.</span>,4 people found this helpful
Sahil G.,5.0 out of 5 stars,Yeh padh lo😍👇,Reviewed in India on 28 November 2019,"<span>Initially I was also not sure about the this phone's quality. But trust me after having 10 days with it, im saying it is just an incredible. No brand can give too much exciting features in this budget.And specially it's gamma green color oohh my God it's amazing!!<br><br>Camera is worth and really effective. Battery is also best as it goes complete 30 hr with continuous use .Handset is also amazing and aur kya bolu iske baree me😅 . So costumes go ahead with it without any doubt.😘</span>",One person found this helpful
Vivek,3.0 out of 5 stars,"Says GT helio is for gaming, But dam bro. It's not",Reviewed in India on 27 February 2020,"<span>When it specifically specified GT helio, Gaming processor, i went on the blind. This review is after using 2 months of redmi note 8 pro.<br>I play pubg a lot, As goes on. Mobile gets heated pretty fast. It's not like i don't know how to care mobile. I do everything that can be done from cleaning ram to bosting every single time i get a chance. But Nah. It heats again.<br>About camera. I'm Not pro. But when someone says 64 MP, you don't need talent to get a good picture. Outside clarity is awesome but when u try to shoot any food. The color is bland. I've to retouch the color again from 3rd party apps.<br>TRemainoing everythis is fine. battery backup is fine.<br><br>1 more thing, It is not fast charging. My redmi note 5 pro used to get charged faster than this. It completely takes 2 hours to get a full charge. Specification says 1 minute 1 percent charge but nah.</span>",
Jitendra swain,1.0 out of 5 stars,Don't purchase this phone.,Reviewed in India on 20 November 2019,"<span>Don't purchase this phone, otherwise your money is waist. Front camera is less than the 8 mp camera.</span>",4 people found this helpful
Sanjeev Kumar,5.0 out of 5 stars,Review after use 6 Months.,Reviewed in India on 1 July 2020,<span>Friends I write this review after 6 months Use .<br>This is best android phone in this price.<br>Performance 👇<br><br>Gaming- Best for gaming lovers<br><br>Camera - this is not a DSLR camera but photo quality is good.<br><br>Battery life - if you use continu. Then this phone run 3 hours (in PUBG) . If you watch movies then it run 5+ hours.<br><br>Protection- this phone fully protected every side.<br><br>Charging - this phone charge with in 1 hour. With Dubbel boost charging system.<br><br>Looking- nice looking it color depend on you😜<br><br>In my viwe this is best compared to other phones.</span>,
Poojan,5.0 out of 5 stars,Beast @Redmi Note 8pro,Reviewed in India on 11 November 2019,<span>#Redmi note 8pro<br><br>Camera 4/5<br>Display 4.5/5<br>Battery 4.5/5<br>Gamming 4.5/5<br>Liquid cool technology 5/5<br>Performance 5/5<br>While Gamming battery temp. reaching max 40°C but if kept for 5mins battery temp 33-32°C.Display is quiet good no issue hdr display very very good quiet less compared to amoled display but very good display.<br>Overall Happy with phone 4.5/5..</span>,One person found this helpful
SOUMYADEEP SARKAR,5.0 out of 5 stars,Go for it!,Reviewed in India on 11 June 2020,"<span>Got the product through one day delivery and boy! This is great! I loved the phone. Fingerprint reader, Camera Quality all is top notch. However, battery could be a little bit better, but I cannot complain. However, like most of MI products, this phone also has a lot of bloatware as well. Do remove them if you don't need all of that. Phone heats a little bit, however it is not troublesome. Camera is really good in this price range and takes spectacular photos. A good phone at the price range.</span>",
Pramod sharma,5.0 out of 5 stars,It's Aweeeeeeesoooooooomeeeeee!!!!! ¡!!!!!!!!!!!!,Reviewed in India on 2 December 2019,"<span>Redmi Note 8 Pro Specifications:<br><br>6.53-inch full HD+ (1080p) display | MediaTek G90T octa-core processor | 6GB or 8GB RAM with 64GB or 128GB storage with expandable storage support up to 512GB | 64MP main camera + 8MP ultra-wide + 2MP macro + 2MP depth camera + 20MP camera | 4500 mAh battery with 18W fast charging | MIUI 10 with Android Pie (9) |<br><br>Redmi Note 8 Pro Review: Camera<br><br>This is the part which Xiaomi is hyping up, given there’s a 64MP camera out here. The automatic resolution is 16MP. The camera produces bright photos with accurate color tones, even at night. The selfies are impressive on this phone, and it creates a nice depth in Portrait mode, though it is not all perfect with edges on the hair.<br><br>Redmi Note 8 Pro Review: Performance, battery<br><br>Games like Asphalt 9, Badland, Nova Legacy all ran without any hitches. I switched Asphalt 9 to high graphics settings and the phone had no problems handling it. The graphics looked smooth without any lag. In regular usage, be it just browsing on social media or using the phone to edit photos to keeping 20 tabs open on Chrome, the experience was smooth.<br><br>The only issue I noticed, the phone also got warm around the top when gaming for too long. On the battery front, the Redmi Note 8 Pro has a 4500 mAh battery. The 18W fast charger ensures a full charge in under two hours. With moderate usage, you can go up to two days on this phone, while heavy-duty usage means around one and a half days on the device.<br><br>The Redmi Note 8 Pro runs MIUI 10 based on Android Pie. Xiaomi has said it will get MIUI 11 by the end of December. It does come with Alexa pre-loaded, though Google Assistant is there as well.<br><br>Redmi Note 8 Pro Review: Design, Display<br><br>The Redmi Note 8 Pro has a curved back design, though this is a broad and bulky device compared to the previous variant. One reason is the bigger battery. Redmi Note 8 Pro also has a bigger display at 6.53-inches, with the full HD+ resolution. The curved back means it is easier to hold this with one hand, but the size of the device might not always make it possible.<br><br>The positioning of the fingerprint sensor right at the bottom of the camera module is not ideal either, because you will end up touching the lens like I did and covering it with smudges. The macro camera is placed away from the other three sensors to the right with flash on top of it. The idea here is to let people use flash to add more light when using macro shots.<br><br>The display on the Redmi Note 8 Pro continues to be one of the best for its price. It does come with Widevine L1 certification you can stream content at HD or full HD on YouTube, Netflix, etc. The viewing angles are good, and this is a sharp display, which works well in most scenarios.</span>",
Narender Singh,5.0 out of 5 stars,#For Budget Gamers & for Photography,Reviewed in India on 21 February 2020,"<span>Overall a very good smartphone in the range of ₹15999 price. I am writing this review after usage of 1 month. So, it is a personal review.<br>Camera quality:<br>Macro Lens +HDR = 4/5<br>Wide Angle Lens +HDR = 4.5/5<br>Main Camera + HDR = 4.8/5<br>And Front Camera = 4/5<br><br>And here is gaming review:<br>Overall a good smartphone for budget gamer's.<br>It Plays PUBG at HD+ 60FPS<br>And the best thing is that It supports Grid Autosport ™ the best racing game with console quality graphics.<br>And it Plays all the games with High graphics.<br><br>Battery : It has 4500mAh battery and it's power management is very good. After 100% Charge it can provide 2 days battery backup with decent usage and phone comes with 2A Fast Charger.<br><br>Display: This device support 1080×2340<br>Display Resolution and 6.53.inch HD display. But Display could be better.<br><br>Fingerprint Reader is quick fast.<br><br>Storage : This phone comes with 3 storage varients . It depends on your storage necessity.<br><br>Heating Isuue: Phone become a little bit hot while playing games at Very High Graphics.<br>Perhaps, there is no major heating issue</span>",
C handan,3.0 out of 5 stars,Not worth it.!!!!,Reviewed in India on 18 June 2020,<span>At this price point is it worth it?<br>Dull camera - especially front camera<br>Screen resolution not upto mark.<br>Mono speaker with low sound output quality.<br>Lot of irritating mi apps( can't be disabled fully.<br>Old miui - so boring.<br>Overall- just a budget phone with average features.<br><br>Thoroughly disaapointed.</span>,
A V S S RAO,1.0 out of 5 stars,Not upto the mark,Reviewed in India on 6 November 2019,<span>Not upto the mark. Amazon prime videos not working properly. Overall not satisfactory. Quality not good.</span>,4 people found this helpful
Mamta,2.0 out of 5 stars,"Video quality is not upto the mark, Screen rotate doesn't work properly.",Reviewed in India on 26 December 2019,"<span>It's been two weeks since m using this product, display quality is not upto the mark or as mentioned in the description. Also, camera quality is just ok. Screen rotate off doesn't work and you will have to shake mobile multiple times to get it your way. It's irritating sometimes. Blocking calls or messages doesn't help. Recognizing which sim you're using to call or receiving call from is difficult as operator names are not being displayed anywhere. Even the sim slots are not mentioned. Battery life is good. Screen resolution is not upto the mark. Brightness you will have to keep above 70% to make it visualize in a day light outside your home/office. M very upset with the video quality. Sound quality is ok but speaker is at the bottom facing downside so little difficult to keep the phone downside up all the time. Overall rating should be max 3 out of 5.</span>",
Ananda,5.0 out of 5 stars,More than someone can expect...Really the  BE(a)ST phone in Midrange budget!!,Reviewed in India on 30 November 2019,<span>everything is aweeesome...what to say about battery capacity... I am a non gamimg user and then 95% charge allows me to use the device for more the 2.5 days...seriously...i mean Xiomi you have achieved really a great wonder...tottttally in love with this king performanced phone...no negative points except for few avoidable ones!! hats off to the R&amp;D staffs for developing such a masterpiece in this range of price!!<br>Jai Hind!!</span>,One person found this helpful
vivek,5.0 out of 5 stars,Best phone under 15k,Reviewed in India on 15 June 2020,"<span>Value for money phone for 15k budget<br>Good camera for daylight photography. Low light photos lags behind. Lot of grains formation.<br>Ok wide angle, selfies are quite good. Also the camera function are good.<br>Looks are stunning. Little heavy due to front and back glass body<br>Battery backup is good. Last for a day after heavy usage.<br>Gets heated up while on gaming after sometime. Also while charging it gets heated..<br>Specs are really good with the money you pay..<br>Happy with the purchase..</span>",
PINKU KUMAR PASWAN,5.0 out of 5 stars,Mid Range Godfather. Low budget iPhone for you guys,Reviewed in India on 24 November 2019,"<span><div id=""video-block-RV4T8SZFY2Q9M"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-eu.ssl-images-amazon.com/images/I/B1gXlINx5DS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-eu.ssl-images-amazon.com/images/I/91n5EtlIEpS.png"" class=""video-slate-img-url""> This device is very very good at this price range, camera and overall functionality is excellent, display quality is good. Battery backup is good and we can play pubg 6 to 8 hrs on 100%. Cooling system is quite impressive. Fast changing is not so good , it takes almost 2 hrs to full charge battery on ON position and 1hr40min on off position.</span>",
Ansuman,5.0 out of 5 stars,Read thoroughly,Reviewed in India on 3 December 2019,"<span>Using it for past 4 days<br>Various others wrote about camera qualities. Would like to say that is not a professional camera guys, but yes, out of all available camera mobiles in the market this is the forerunner for sure. The camera lens of redmi note 8 pro quality beats all<br>Now coming to those aspects which are never discussed<br>The color gamuts are absolutely brilliant with the highest pixel quality available in this range (better than maby top gun brands)<br>Ram speed, your brain may take a little longer to think your name than the ram of this phone to perform<br>Alexa works even in display off mode superbly, which is the added advantage<br>Processing speed is just tremendous, so forget any lagging issues<br>Battery as quoted here is true and not exaggerated (though i would have been more happy if they could have upgraded the battery longetivity of 6000 mAh)<br>Wifi and wireless are just tremendously fast.<br><br>Coming to the cons<br>Once again about the battery, they may have increased that to earn the added advantage of samsung m30s<br>Phone cover is a must guys, the ultra stylish look made it slippery to touch<br>The c type for data transfer, they should have provided connector for micro and usb with the c type (i bought both from market @40 and 60)<br><br>Final verdict, go for it, woth every penny that u invest in it</span>",
Imilyasgns,5.0 out of 5 stars,All Time Best Mobile Phone With All in One,Reviewed in India on 3 December 2019,"<span><div id=""video-block-R16VC3OWZJ4GUA"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-eu.ssl-images-amazon.com/images/I/A1p65IdSBQS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-eu.ssl-images-amazon.com/images/I/B1asxhlx5US.png"" class=""video-slate-img-url""> Anyways, the Redmi Note 8 Pro is quite comfortable to hold and operate and looks quite premium for its price. The bezels around the display (and even at the bottom) are extremely narrow and the selfie camera is housed within a v-shaped notch.<br><br>The quad-camera module on the back juts out quite a bit and there’s a capacitive fingerprint sensor that you can easily pass off as the fourth camera sensor from a distance. This elevated camera system isn’t prone to scratches (so far) but accumulates too much dirt and grime around the edges.<br><br>More than used 1 month ago Great experience with Redmi Note 8 pro 8gb 128gb Black<br><br>Pros<br>Robust design with dual Gorilla Glass 5 panels.<br>Bright LCD panel.<br>The brand new MediaTek Helio G90T is snappy and efficient at the same time.<br>Outstanding battery life.<br>The main 64MP sensor is versatile and delivers excellent images at day and night.<br>The selfie camera is also pretty good.<br>Great video recording quality overall.<br>Supports USB PD charging, comes with USB-C to USB-C cable and appropriate charger in the box.<br><br>Cons<br>The macro and ultrawide cameras are uninspiring to say the least.<br>Video recording in 1080p leaves more to be desired.<br>No selfie via Fingerprint<br>No MIUI Always on Display</span>",
Amazon Customer,4.0 out of 5 stars,Great phone at this price tag.,Reviewed in India on 27 May 2020,"<span>Although people are creating so much hype about Xiaomi being the best brand in providing great products at low cost, I assure you it is absolutely true.<br>The Camera quality, picture clearity and steadiness in Note 8 Pro is astonishing.<br>The design qality is great.<br>Although, the 18W charger takes some time to charge the phone when you are playing games or using it continuously. But if you leave your phone  for some time you'll surely see the magic.<br>Battery backup is enormus with 4500 mah massive battery.<br>Best part is AI face unlock, finger print reader and night camera mode. They are all brilliantly integrated into this beautiful piece of work.</span>",
Sanjeev,2.0 out of 5 stars,Disappointed with purchase.,Reviewed in India on 14 December 2019,<span>I bought this phone for playing free fire. but I am very disappointed after using this.<br>Cons are<br>1.Ping is above 90 all the time some critical settingd are you missing from game.<br>2 Poor performing camera.<br>3. Slow connectivity and poor display<br>Only pros are battery life and large screen.<br>Don't buy it guys. You will repent in the end.</span>,
Mandeep,5.0 out of 5 stars,Amazing phon,Reviewed in India on 17 November 2019,<span>Redmi really unleashes the beast  great performance<br>Built quality is Awesome<br><br>Amazing camera quality<br><br>Colors are so good to be true<br><br>Just while playing pubg it heats up real quick<br>So heating problum is there  although due to liquid cooling it cool down real quick when you shut down game<br><br>But while playing with in half hour it heats up to 45 '</span>,One person found this helpful
Manish Jangid,5.0 out of 5 stars,Super Camera Beast -,Reviewed in India on 10 March 2020,<span>Fantastic phone. Using it for past one &amp; half month. No lag till date. Ultrafast fingerprint sensor. Rear Camera quality is good in natural light conditions. Front camera could have been better but OK in this budget. Battery life is sufficient for whole day on moderate use. I will recommend this phone as this is superbly priced as compare to other 64 MP budget smartphones. Gaming experience is superb while playing heavy games. Generates a little heat while playing games bt at acceptable level.<br>  Pros:-<br>1. Rear camera - 5/5<br>2. Front camera - 4/5<br>3. Fingerprint sensor - 5/5<br>4. Battery life - 4/5<br>5. Display - 5/5<br>6. Charging speed :- 5/5<br>7. Overall Design &amp; looks :-<br>8.<br>  Cons:-<br>1. A Little bit heavy &amp; bulky device<br>2. Ram management is not that great<br>3. UI advertisements are irritating<br>4. Hotspot connecting problem to the wifi adapter of my PC. Bt works fine when connects to any phone. Hope it will be resolved with software update.<br>Overall a value for money camera beast smartphone. Recommend to buy 6/128 GB version.</span>,
Rupesh kr.pajiyar,4.0 out of 5 stars,awesome,Reviewed in India on 6 November 2019,<span>product was very good as expected</span>,5 people found this helpful
Sharad B Walunj,5.0 out of 5 stars,Best Budgeted  Phone,Reviewed in India on 24 March 2020,"<span>I have ordered Note 8 pro in Feb'20 Battery is good enough, I don't play games, so may be that reason I take 3 days to recharge battery. Camera quality is too good, specially selfi cam quality is awesome. I bought this phone for camera purpose since I m a professional photographer, I like to play with professional cam setting for my desired results, just like the professional cameras. Portraits quality is also good, so more and many fuctions to play with cam.<br>Too many pre-loaded app for those who are really net savi or Gamers. Gorilla touch screen is very sensitive, finger sensor is too fast.<br>At this budget I got package of all.<br>Must buy Phone.</span>",
RAJENDRA KUMAR KALBI,5.0 out of 5 stars,"Awesome & Better Then ~ ""Redmi Note 8""",Reviewed in India on 9 December 2019,<span>Guys another good product by XIOMI.........MI.<br>1.Battery Life - 9.8/10<br>2.Fingerprint Performance - 10/10<br>3.Screen Quality - 10/10<br>4.Performance - 10/10<br>5.Gaming - 10/10<br>6.Sound Quality - 10/10<br>7.Charging Technology - 10/10<br>8.Design - 10/10<br>9.Value For Money - 10/10<br>10. Overall Review - 10/10<br>Thank You And Go For It...........</span>,
Amazon Customer,5.0 out of 5 stars,REVIEW OF NOTE 8 PRO,Reviewed in India on 6 December 2019,<span>NO PROBLEM TILL NOW -DAY ONE  REVIEW<br><br>ALL GOOD<br>PHOTO- EXCELLENT 4.5/5<br>VIDEO-BAD  2.5/5 ( BLIND WHEN YOU GO SLOW MOTION)<br>PERFORMANCE  4.5/5<br>FAST  4.5/5<br>GAMING  4/5<br>HEATING  4/5 ( NOT YET PLAYED PUBG CONTINUOUS)</span>,One person found this helpful
naresh,1.0 out of 5 stars,with in 5 days display is not working,Reviewed in India on 24 December 2019,"<span>Display is black and not able to see anything, customer care will tell some stories like yo have wait for 1 week to get replace the mobile , after complaint and they will take 2 to 3 days to inspect and we have to wait for 3 to 4 days for replacement , not sure is this customer friendly process after spending 15k .  Whatever we say they will take it as a feedback , and no improvement for last couple of years.</span>",One person found this helpful
Prakash Santhakumar,1.0 out of 5 stars,"Battery issue, worst customer service, wouldn't recommend both product and Amazon",Reviewed in India on 8 January 2020,"<span>Worst experience at Amazon and their customer service, I am have battery issues and it's not lasting 10 to 12 hours on regular use, I raise a request for replacement and not for refund or cancellation but still there is no option to raise a replacement request, there is only option of reaching technical team. And they will also not be able to help and raise a replacement request rather scheduled a technician visit today 8th January, but it has been automatically changed to 11th January, and the return window closes on 10th January. Really confused and worried here without any support from Amazon. Shouldn't have brought this product from Amazon<br><br>Edit : Thanks to Sunil support executive, who understands customer.</span>",
Vinay U V,4.0 out of 5 stars,Note8Pro review after 1 month of usage,Reviewed in India on 9 March 2020,"<span>I have used this phone for almost a month now.<br>This is good phone, few pros and cons as below<br><br>Pros:<br>1. Good in display<br>2. Touch response is awesome<br>3. Batter life for normal phone usage along with bit of browsing and 30 min to 1 hr video is fetching 1 complete day. Earlier I was getting 1.5 days<br>4. Camera looks pretty good. I am still yet to explore the available options<br>Cons<br>1. Battery life slowly getting reduced, which is worrying point<br>2. Sometimes screen gets into landscape mode (now it is) and gets back to portrait mode only when phone is restarted</span>",
